ID	Code
1909	1
1910	1
1911	3
1912	1
1913	3
1914	1
1915	3
1916	1
1917	1
1918	1
1919	1
1920	2
1921	1
1922	1
1923	1
1924	3
1925	3
1926	1
1927	1
1928	3
1929	1
1930	3
1931	1
1932	1
1933	1
1934	1
1935	1
1936	1
1937	3
1938	1
1939	1
1940	3
1941	1
1942	1
1943	3
1944	3
1945	2
1946	1
1947	1
1948	1
1949	1
1950	1
1951	1
1952	3
1953	1
1954	1
1955	1
1956	3
1957	3
1958	3
1959	1
1960	3
1961	2
1962	1
1963	3
1964	1
1965	3
1966	1
1967	3
1968	3
1969	1
1970	1
1971	1
1972	1
1973	3
1974	3
1975	1
1976	2
1977	1
1978	3
1979	1
1980	1
1981	1
1982	1
1983	1
1984	1
1985	3
1986	1
1987	1
1988	3
1989	1
1990	1
1991	1
1992	1
1993	1
1994	1
1995	2
1996	1
1997	1
1998	3
1999	3
2000	1
2001	1
2002	2
2003	1
2004	1
2005	1
2006	1
2007	1
2008	1
2009	1
2010	1
2011	1
2012	1
2013	1
2014	3
2015	2
2016	3
2017	1
2018	1
2019	1
2020	3
2021	1
2022	1
2023	1
2024	2
2025	1
2026	3
2027	1
2028	1
2029	1
2030	1
2031	3
2032	1
2033	1
2034	1
2035	1
2036	1
2037	1
2038	3
2039	1
2040	1
2041	1
2042	1
2043	3
2044	3
2045	1
2046	1
2047	1
2048	3
2049	1
2050	1
2051	3
2052	1
2053	1
2054	1
2055	1
2056	1
2057	1
2058	1
2059	1
2060	3
2061	1
2062	1
2063	3
2064	3
2065	1
2066	3
2067	1
2068	3
2069	1
2070	1
2071	1
2072	1
2073	1
2074	3
2075	3
2076	1
2077	1
2078	1
2079	2
2080	1
2081	1
2082	2
2083	3
2084	1
2085	1
2086	1
2087	1
2088	3
2089	3
2090	1
2091	1
2092	1
2093	3
2094	2
2095	1
2096	1
2097	2
2098	1
2099	1
2100	2
2101	3
2102	2
2103	1
2104	1
2105	1
2106	1
2107	2
2108	1
2109	1
2110	1
2111	2
2112	1
2113	1
2114	1
2115	1
2116	1
2117	1
2118	1
2119	1
2120	3
2121	1
2122	3
2123	1
2124	1
2125	2
2126	1
2127	3
2128	3
2129	1
2130	3
2131	1
2132	3
2133	1
2134	3
2135	1
2136	3
2137	3
2138	1
2139	3
2140	1
2141	1
2142	3
2143	1
2144	1
2145	3
2146	1
2147	1
2148	1
2149	1
2150	3
2151	1
2152	1
2153	3
2154	1
2155	3
2156	1
2157	1
2158	1
2159	1
2160	1
2161	1
2162	3
2163	1
2164	1
2165	3
2166	1
2167	1
2168	1
2169	1
2170	3
2171	3
2172	1
2173	3
2174	2
2175	2
2176	1
2177	3
2178	3
2179	3
2180	1
2181	1
2182	1
2183	1
2184	1
2185	1
2186	3
2187	1
2188	1
2189	1
2190	3
2191	1
2192	1
2193	1
2194	1
2195	3
2196	1
2197	1
2198	3
2199	1
2200	2
2201	3
2202	1
2203	1
2204	3
2205	1
2206	1
2207	1
2208	1
2209	1
2210	3
2211	1
2212	3
2213	1
2214	3
2215	1
2216	2
2217	1
2218	1
2219	1
2220	2
2221	1
2222	1
2223	1
2224	1
2225	3
2226	1
2227	3
2228	1
2229	1
2230	1
2231	1
2232	1
2233	1
2234	3
2235	1
2236	1
2237	3
2238	1
2239	1
2240	1
2241	1
2242	2
2243	1
2244	3
2245	1
2246	3
2247	1
2248	1
2249	1
2250	1
2251	3
2252	3
2253	1
2254	1
2255	1
2256	1
2257	1
2258	1
2259	1
2260	1
2261	2
2262	3
2263	1
2264	1
2265	1
2266	3
2267	1
2268	1
2269	2
2270	1
2271	1
2272	2
2273	3
2274	3
2275	1
2276	1
2277	2
2278	1
2279	3
2280	3
2281	1
2282	1
2283	1
2284	1
2285	1
2286	2
2287	3
2288	1
2289	1
2290	3
2291	3
2292	1
2293	1
2294	1
2295	1
2296	1
2297	1
2298	3
2299	1
2300	1
2301	1
2302	1
2303	1
2304	1
2305	2
2306	3
2307	1
2308	1
2309	1
2310	3
2311	3
2312	1
2313	1
2314	1
2315	1
2316	3
2317	3
2318	1
2319	1
2320	1
2321	1
2322	3
2323	1
2324	1
2325	3
2326	3
2327	1
2328	1
2329	3
2330	3
2331	1
2332	1
2333	1
2334	1
2335	1
2336	3
2337	1
2338	1
2339	3
2340	3
2341	3
2342	3
2343	3
2344	1
2345	1
2346	1
2347	1
2348	1
2349	1
2350	3
2351	2
2352	3
2353	1
2354	1
2355	1
2356	1
2357	1
2358	1
2359	1
2360	1
2361	3
2362	3
2363	3
2364	3
2365	3
2366	3
2367	1
2368	3
2369	1
2370	1
2371	1
2372	2
2373	1
2374	1
2375	1
2376	2
2377	1
2378	3
2379	1
2380	3
2381	1
2382	1
2383	1
2384	3
2385	3
2386	2
2387	1
2388	1
2389	1
2390	2
2391	1
2392	2
2393	3
2394	1
2395	1
2396	1
2397	1
2398	3
2399	3
2400	1
2401	3
2402	2
2403	1
2404	1
2405	1
2406	1
2407	1
2408	1
2409	1
2410	1
2411	3
2412	1
2413	2
2414	1
2415	1
2416	1
2417	1
2418	3
2419	3
2420	1
2421	3
2422	1
2423	1
2424	1
2425	3
2426	1
2427	3
2428	1
2429	1
2430	3
2431	1
2432	3
2433	1
2434	3
2435	3
2436	1
2437	1
2438	1
2439	3
2440	1
2441	2
2442	1
2443	1
2444	1
2445	3
2446	1
2447	3
2448	1
2449	1
2450	3
2451	3
2452	2
2453	1
2454	3
2455	1
2456	1
2457	1
2458	1
2459	3
2460	3
2461	1
2462	1
2463	1
2464	1
2465	1
2466	3
2467	1
2468	1
2469	1
2470	3
2471	3
2472	3
2473	1
2474	1
2475	1
2476	1
2477	1
2478	1
2479	3
2480	3
2481	1
2482	1
2483	3
2484	3
2485	1
2486	3
2487	3
2488	2
2489	1
2490	1
2491	1
2492	1
2493	1
2494	1
2495	3
2496	1
2497	1
2498	3
2499	1
2500	3
2501	1
2502	1
2503	1
2504	1
2505	3
2506	2
2507	1
2508	1
2509	1
2510	1
2511	1
2512	1
2513	1
2514	1
2515	1
2516	2
2517	3
2518	1
2519	1
2520	1
2521	2
2522	1
2523	1
2524	2
2525	3
2526	1
2527	2
2528	1
2529	1
2530	1
2531	1
2532	1
2533	1
2534	1
2535	3
2536	1
2537	3
2538	3
2539	1
2540	1
2541	1
2542	1
2543	1
2544	1
2545	1
2546	1
2547	1
2548	1
2549	1
2550	2
2551	1
2552	3
2553	1
2554	2
2555	1
2556	1
2557	3
2558	3
2559	1
2560	1
2561	1
2562	1
2563	3
2564	1
2565	1
2566	1
2567	1
2568	1
2569	3
2570	1
2571	1
2572	2
2573	3
2574	1
2575	1
2576	1
2577	1
2578	3
2579	1
2580	3
2581	1
2582	2
2583	1
2584	1
2585	1
2586	1
2587	1
2588	1
2589	1
2590	3
2591	1
2592	1
2593	1
2594	1
2595	3
2596	3
2597	1
2598	1
2599	1
2600	1
2601	1
2602	3
2603	1
2604	1
2605	1
2606	1
2607	1
2608	1
2609	2
2610	1
2611	3
2612	1
2613	3
2614	3
2615	3
2616	1
2617	3
2618	3
2619	2
2620	1
2621	1
2622	3
2623	1
2624	3
2625	1
2626	3
2627	1
2628	1
2629	1
2630	1
2631	1
2632	1
2633	3
2634	1
2635	1
2636	1
2637	1
2638	1
2639	2
2640	1
2641	3
2642	3
2643	1
2644	2
2645	3
2646	1
2647	1
2648	1
2649	3
2650	1
2651	3
2652	1
2653	1
2654	1
2655	2
2656	1
2657	3
2658	1
2659	3
2660	3
2661	3
2662	1
2663	3
2664	3
2665	1
2666	1
2667	1
2668	1
2669	1
2670	1
2671	3
2672	1
2673	3
2674	2
2675	1
2676	1
2677	3
2678	1
2679	1
2680	1
2681	2
2682	1
2683	1
2684	1
2685	1
2686	1
2687	2
2688	1
2689	1
2690	1
2691	3
2692	3
2693	3
2694	1
2695	1
2696	1
2697	3
2698	1
2699	1
2700	1
2701	1
2702	1
2703	3
2704	3
2705	3
2706	1
2707	1
2708	1
2709	1
2710	1
2711	1
2712	3
2713	1
2714	1
2715	1
2716	1
2717	3
2718	1
2719	1
2720	3
2721	3
2722	2
2723	3
2724	1
2725	1
2726	3
2727	1
2728	1
2729	3
2730	1
2731	3
2732	1
2733	1
2734	1
2735	1
2736	1
2737	1
2738	1
2739	2
2740	1
2741	3
2742	1
2743	1
2744	1
2745	3
2746	1
2747	1
2748	1
2749	1
2750	3
2751	1
2752	1
2753	1
2754	1
2755	3
2756	1
2757	1
2758	1
2759	2
2760	3
2761	1
2762	3
2763	3
2764	2
2765	1
2766	3
2767	1
2768	2
2769	1
2770	1
2771	3
2772	1
2773	1
2774	1
2775	3
2776	1
2777	1
2778	1
2779	1
2780	1
2781	1
2782	1
2783	3
2784	1
2785	1
2786	1
2787	1
2788	3
2789	1
2790	1
2791	1
2792	1
2793	1
2794	1
2795	1
2796	1
2797	1
2798	1
2799	1
2800	1
2801	1
2802	1
2803	1
2804	1
2805	2
2806	3
2807	3
2808	1
2809	3
2810	1
2811	1
2812	2
2813	1
2814	1
2815	1
2816	1
2817	1
2818	2
2819	1
2820	1
2821	1
2822	1
2823	2
2824	2
2825	1
2826	1
2827	1
2828	1
2829	1
2830	2
2831	3
2832	1
2833	3
2834	1
2835	1
2836	1
2837	1
2838	1
2839	3
2840	1
2841	1
2842	3
2843	1
2844	1
2845	2
2846	1
2847	3
2848	3
2849	1
2850	1
2851	1
2852	1
2853	1
2854	3
2855	1
2856	1
2857	1
2858	3
2859	1
2860	1
2861	3
2862	3
2863	1
2864	1
2865	3
2866	3
2867	1
2868	1
2869	1
2870	3
2871	1
2872	1
2873	1
2874	1
2875	1
2876	1
2877	1
2878	1
2879	1
2880	1
2881	1
2882	2
2883	3
2884	2
2885	1
2886	1
2887	1
2888	2
2889	3
2890	1
2891	3
2892	1
2893	1
2894	1
2895	1
2896	1
2897	1
2898	1
2899	1
2900	1
2901	1
2902	1
2903	3
2904	3
2905	1
2906	3
2907	1
2908	3
2909	3
2910	3
2911	3
2912	1
2913	2
2914	3
2915	1
2916	2
2917	1
2918	1
2919	1
2920	3
2921	3
2922	1
2923	2
2924	1
2925	1
2926	1
2927	1
2928	3
2929	2
2930	2
2931	1
2932	1
2933	1
2934	3
2935	1
2936	1
2937	1
2938	1
2939	2
2940	3
2941	3
2942	1
2943	1
2944	3
2945	1
2946	3
2947	3
2948	3
2949	3
2950	1
2951	1
2952	1
2953	1
2954	3
2955	1
2956	1
2957	2
2958	1
2959	1
2960	1
2961	3
2962	1
2963	1
2964	3
2965	1
2966	3
2967	1
2968	1
2969	1
2970	3
2971	1
2972	3
2973	3
2974	3
2975	1
2976	1
2977	3
2978	2
2979	1
2980	1
2981	1
2982	3
2983	3
2984	3
2985	1
2986	1
2987	1
2988	1
2989	1
2990	1
2991	1
2992	1
2993	1
2994	3
2995	3
2996	1
2997	3
2998	3
2999	1
3000	1
3001	3
3002	2
3003	1
3004	1
3005	1
3006	1
3007	3
3008	1
3009	1
3010	1
3011	1
3012	1
3013	2
3014	3
3015	3
3016	3
3017	1
3018	3
3019	1
3020	1
3021	3
3022	3
3023	1
3024	1
3025	1
3026	3
3027	2
3028	1
3029	1
3030	1
3031	3
3032	1
3033	1
3034	1
3035	3
3036	1
3037	3
3038	3
3039	3
3040	3
3041	2
3042	1
3043	1
3044	2
3045	3
3046	1
3047	1
3048	1
3049	1
3050	1
3051	1
3052	1
3053	3
3054	2
3055	1
3056	3
3057	3
3058	1
3059	1
3060	1
3061	1
3062	1
3063	2
3064	3
3065	1
3066	1
3067	1
3068	3
3069	3
3070	1
3071	1
3072	1
3073	1
3074	1
3075	3
3076	1
3077	1
3078	1
3079	1
3080	1
3081	1
3082	1
3083	1
3084	3
3085	1
3086	3
3087	1
3088	2
3089	1
3090	3
3091	1
3092	1
3093	3
3094	1
3095	3
3096	1
3097	1
3098	1
3099	1
3100	1
3101	1
3102	1
3103	2
3104	2
3105	1
3106	3
3107	1
3108	1
3109	3
3110	1
3111	1
3112	1
3113	1
3114	1
3115	1
3116	3
3117	1
3118	1
3119	1
3120	1
3121	1
3122	1
3123	1
3124	1
3125	3
3126	1
3127	1
3128	3
3129	1
3130	3
3131	1
3132	1
3133	1
3134	1
3135	1
3136	1
3137	3
3138	1
3139	1
3140	1
3141	3
3142	1
3143	3
3144	1
3145	3
3146	1
3147	2
3148	3
3149	3
3150	3
3151	1
3152	1
3153	3
3154	1
3155	1
3156	3
3157	1
3158	3
3159	1
3160	3
3161	1
3162	1
3163	3
3164	1
3165	1
3166	3
3167	1
3168	1
3169	3
3170	1
3171	1
3172	1
3173	3
3174	1
3175	1
3176	1
3177	1
3178	1
3179	3
3180	1
3181	1
3182	1
3183	3
3184	1
3185	1
3186	3
3187	1
3188	2
3189	1
3190	3
3191	1
3192	1
3193	1
3194	1
3195	1
3196	3
3197	3
3198	1
3199	3
3200	2
3201	1
3202	3
3203	1
3204	1
3205	1
3206	2
3207	1
3208	2
3209	1
3210	1
3211	1
3212	1
3213	1
3214	2
3215	1
3216	1
3217	1
3218	3
3219	1
3220	2
3221	1
3222	1
3223	3
3224	1
3225	2
3226	1
3227	1
3228	1
3229	1
3230	2
3231	1
3232	1
3233	1
3234	1
3235	1
3236	1
3237	3
3238	1
3239	3
3240	1
3241	3
3242	1
3243	1
3244	1
3245	1
3246	1
3247	1
3248	1
3249	1
3250	3
3251	1
3252	3
3253	1
3254	3
3255	1
3256	1
3257	3
3258	1
3259	3
3260	1
3261	1
3262	1
3263	2
3264	1
3265	1
3266	1
3267	1
3268	1
3269	1
3270	1
3271	1
3272	1
3273	1
3274	2
3275	3
3276	1
3277	1
3278	1
3279	1
3280	1
3281	1
3282	1
3283	3
3284	3
3285	2
3286	1
3287	1
3288	3
3289	1
3290	1
3291	1
3292	3
3293	1
3294	1
3295	1
3296	1
3297	3
3298	3
3299	3
3300	1
3301	1
3302	1
3303	1
3304	3
3305	1
3306	1
3307	1
3308	1
3309	3
3310	1
3311	1
3312	3
3313	3
3314	1
3315	1
3316	1
3317	3
3318	3
3319	1
3320	3
3321	3
3322	3
3323	1
3324	3
3325	3
3326	1
3327	1
3328	1
3329	3
3330	2
3331	3
3332	1
3333	1
3334	1
3335	1
3336	1
3337	1
3338	3
3339	1
3340	3
3341	1
3342	1
3343	1
3344	3
3345	3
3346	1
3347	3
3348	3
3349	3
3350	3
3351	3
3352	1
3353	3
3354	3
3355	1
3356	3
3357	1
3358	1
3359	3
3360	2
3361	1
3362	3
3363	1
3364	3
3365	3
3366	1
3367	1
3368	1
3369	1
3370	3
3371	1
3372	1
3373	1
3374	1
3375	1
3376	3
3377	1
3378	1
3379	3
3380	1
3381	3
3382	1
3383	1
3384	1
3385	1
3386	1
3387	1
3388	1
3389	1
3390	1
3391	1
3392	2
3393	1
3394	1
3395	2
3396	3
3397	1
3398	1
3399	3
3400	3
3401	3
3402	1
3403	1
3404	1
3405	1
3406	3
3407	1
3408	1
3409	3
3410	2
3411	1
3412	1
3413	2
3414	3
3415	2
3416	1
3417	1
3418	3
3419	1
3420	1
3421	1
3422	2
3423	1
3424	1
3425	3
3426	3
3427	1
3428	1
3429	2
3430	1
3431	1
3432	2
3433	1
3434	1
3435	1
3436	1
3437	1
3438	1
3439	3
3440	1
3441	3
3442	1
3443	1
3444	1
3445	1
3446	1
3447	1
3448	1
3449	1
3450	3
3451	3
3452	1
3453	1
3454	2
3455	1
3456	1
3457	3
3458	1
3459	3
3460	3
3461	1
3462	2
3463	1
3464	3
3465	1
3466	1
3467	1
3468	1
3469	1
3470	1
3471	1
3472	3
3473	1
3474	1
3475	3
3476	2
3477	1
3478	1
3479	1
3480	3
3481	3
3482	3
3483	1
3484	1
3485	1
3486	1
3487	3
3488	3
3489	1
3490	1
3491	3
3492	1
3493	1
3494	1
3495	1
3496	1
3497	3
3498	1
3499	1
3500	1
3501	3
3502	3
3503	1
3504	1
3505	1
3506	1
3507	1
3508	1
3509	2
3510	1
3511	3
3512	3
3513	1
3514	1
3515	2
3516	3
3517	1
3518	1
3519	1
3520	1
3521	3
3522	1
3523	1
3524	3
3525	1
3526	1
3527	1
3528	1
3529	1
3530	1
3531	3
3532	2
3533	3
3534	1
3535	1
3536	1
3537	1
3538	1
3539	1
3540	1
3541	1
3542	1
3543	1
3544	3
3545	1
3546	1
3547	1
3548	3
3549	3
3550	1
3551	1
3552	3
3553	1
3554	3
3555	1
3556	1
3557	3
3558	1
3559	1
3560	1
3561	1
3562	3
3563	1
3564	3
3565	3
3566	2
3567	1
3568	3
3569	3
3570	3
3571	3
3572	1
3573	2
3574	2
3575	3
3576	1
3577	1
3578	1
3579	1
3580	1
3581	3
3582	3
3583	2
3584	3
3585	1
3586	1
3587	1
3588	3
3589	1
3590	1
3591	3
3592	3
3593	1
3594	1
3595	1
3596	1
3597	1
3598	1
3599	3
3600	1
3601	3
3602	3
3603	1
3604	1
3605	3
3606	1
3607	3
3608	3
3609	1
3610	1
3611	1
3612	1
3613	1
3614	1
3615	1
3616	1
3617	1
3618	1
3619	2
3620	1
3621	1
3622	3
3623	3
3624	3
3625	1
3626	1
3627	1
3628	1
3629	1
3630	3
3631	3
3632	1
3633	1
3634	1
3635	3
3636	2
3637	1
3638	1
3639	1
3640	1
3641	1
3642	1
3643	1
3644	3
3645	3
3646	3
3647	1
3648	1
3649	1
3650	1
3651	3
3652	1
3653	3
3654	3
3655	1
3656	2
3657	1
3658	1
3659	1
3660	1
3661	1
3662	1
3663	1
3664	2
3665	1
3666	2
3667	1
3668	3
3669	3
3670	1
3671	3
3672	2
3673	1
3674	3
3675	1
3676	1
3677	1
3678	1
3679	3
3680	1
3681	1
3682	1
3683	1
3684	1
3685	3
3686	1
3687	3
3688	3
3689	1
3690	1
3691	3
3692	2
3693	1
3694	1
3695	3
3696	1
3697	1
3698	1
3699	1
3700	1
3701	1
3702	1
3703	1
3704	1
3705	1
3706	1
3707	3
3708	1
3709	3
3710	3
3711	3
3712	1
3713	1
3714	3
3715	1
3716	1
3717	3
3718	1
3719	3
3720	1
3721	3
3722	1
3723	1
3724	1
3725	1
3726	1
3727	3
3728	1
3729	1
3730	1
3731	1
3732	1
3733	3
3734	1
3735	3
3736	1
3737	1
3738	1
3739	2
3740	1
3741	1
3742	1
3743	1
3744	1
3745	1
3746	2
3747	1
3748	1
3749	1
3750	1
3751	1
3752	3
3753	1
3754	1
3755	2
3756	1
3757	1
3758	1
3759	1
3760	2
3761	1
3762	1
3763	3
3764	3
3765	3
3766	1
3767	1
3768	1
3769	1
3770	1
3771	3
3772	3
3773	1
3774	1
3775	1
3776	2
3777	2
3778	1
3779	3
3780	1
3781	1
3782	1
3783	1
3784	2
3785	1
3786	3
3787	1
3788	2
3789	2
3790	1
3791	1
3792	3
3793	1
3794	1
3795	1
